('曲江文旅 彩虹股份 光明地产 ST生态 ST常林 盛屯矿业 股海大咖的...', '2018-07-24 05:22:12')
('盛屯矿业、博敏电子，证监会反馈后修改调价基准日，由“董事会审议本次发行价格调整方案相关议案决议公告日”调整为“首次调价触发条件成就日”——从而符合调价方案“明确、具体、可操作”的规定。', '2018-07-05 21:03:49')
('【停/复牌、解禁股数据】【可转债申购】复牌个股：长春一东、广州浪奇、三垒股份、华锋股份、雅百特停牌个股：盛屯矿业、茂业通信、雷鸣科化解禁个股：长亮科技、真视通、星期六、东软集团、南京新百、众合科技、易事特（注：以上数据截至22：00，以沪深市场交易当日公布最终数据为准，仅供参考！ ...展开全文c', '2018-07-05 20:59:53')
('复牌个股：长春一东、广州浪奇、三垒股份、华锋股份、雅百特停牌个股：盛屯矿业、茂业通信、雷鸣科化', '2018-07-05 20:56:24')
('彩虹股份 常林股份 盛屯矿业 重庆百货 长江传媒 邬过荡邬的...', '2018-07-05 08:30:24')
('“万变不离其宗”MACD中最厉害的功能，准抓买卖点，必躺着赚钱！#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-05 07:38:46')
('非常灵验的MACD口诀——将死不死，必然上涨；将金不金，必然清仓#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-05 03:43:42')
('三安光电 物产中大 光明地产 盛屯矿业！#杭州园林 sz300649[股票]# #鹏鹞环保 sz300664[股票]# #金银河 sz300619[股票]# 许楚沛分析...', '2018-07-04 23:14:43')
('发布了头条文章：《你知道吗？MACD中最厉害的三大功能，盈利一辈子都不会停止！》 #盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# |你知道吗？...', '2018-07-04 22:05:01')
('香港女博士豪言：28年坚持用“换手率口诀”, 盈利至今，建议珍藏$沃森生物 sz300142$ $盛屯矿业 sh600711$ $中国石化 sh600028$ $中粮生化 sz000930$ 李洐沄1985...', '2018-07-04 08:49:11')
('盛屯矿业 南宁百货 南京医药 金瑞矿业 文投控股 股海大咖的...', '2018-07-04 05:47:47')
('发布了头条文章：《年度金妖重启领涨模式？600711盛屯矿业+300352北信源》 $盛屯矿业 sh600711$ $北信源 sz300352$ #股票分析# #短线牛股# #个股推荐与走势分析# |年度金妖重...', '2018-07-04 04:24:43')
('发布了头条文章：《本周上演主力阴谋论：奥瑞德 陕西煤业 永辉超市 盛屯矿业》$奥瑞德 sh600666$ $陕西煤业 sh601225$ $永辉超市 sh601933$ $盛屯矿业 sh600711$ #上证快讯# |本周上演主...', '2018-07-03 22:10:32')
('操盘天才首次曝光的庄家出货整个过程 没人知道$武钢股份 sh600005$$盛屯矿业 sh600711$ 杨超分析的...', '2018-07-03 08:52:35')
('调整了持仓 出了盛屯矿业 转入舍得酒业 做个记号', '2018-07-03 07:28:43')
('股市里900%MACD赚钱口诀：“正区死叉”，看跌；负区死叉”，看涨 $盛屯矿业 sh600711$ $科信技术 sz300565$ $广电网络 sh600831$ $新澳股份 sh603889$ 李域悟看盘...', '2018-07-03 05:23:55')
('一文看懂妖股是怎么炼成的——附超频三完整操作思路#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# 颂娟评股的...', '2018-07-02 07:32:39')
('如何把握超跌强势股：三安光电 凤凰股份 盛屯矿业 东软集团 A股--女神...', '2018-07-02 05:12:14')
('上万次的实盘交易验证：看到“仙人指路”的形态，当机立断满仓干#盛屯矿业 #张江高科 #五洲交通 sh600368[股票]# 颂娟评股的...', '2018-07-02 02:58:13')
('发布了头条文章：《600711盛屯矿业：涨势如潮直线狂飙，喜人走势大揭秘！》 \ue627 短线牛股 \ue627 投资达人说 #财经趣闻# $盛屯矿业 sh600711$ |600711盛屯...', '2018-07-02 02:14:52')
('董秘爆料1、盛屯矿业：刚果（金）钴铜综合利用项目预计8月试车投产。2、力帆股份：俄罗斯共享汽车运营状况良好。3、美格智能：与小米生态链企业在多个领域有合作。', '2018-07-01 21:40:40')
('分散染料又一龙头严重被低估，业绩暴增766%，有望成18年新妖王 $大连友谊 sz000679$ $华能水电 sh600025$ $中国电影 sh600977$ $盛屯矿业 sh600711$ QueenieL的...', '2018-07-01 04:33:47')
('7月股市即将云消雾散，涨停潮来袭：$盛屯矿业 sh600711$ $招商蛇口 sz001979$ $中国太保 sh601601$ $新城控股 sh601155$ \ue627 股票分析 #财经头条# #财经趣闻# 期待词组宁...', '2018-07-01 01:53:35')
('发布了头条文章：《主力阴谋曝光：用友网络+盛屯矿业+万华化学》 $用友网络 sh600588$ $盛屯矿业 sh600711$ $万华化学 sh600309$ #股票分析# |主力阴谋曝...', '2018-06-30 23:32:15')
('形态好的股票看什么？MACD和KDJ金叉，还是的放量形成涨停$武钢股份 sh600005$ $盛屯矿业 sh600711$ $张江高科sh600895$ 壹支小仙女...', '2018-06-30 22:02:52')
('7月绝地反击时刻来临:$盛屯矿业 sh600711$ $招商蛇口 sz001979$ \ue627 短线牛股 \ue627 投资达人说 #财经趣闻# 苍白自恋缠...', '2018-06-30 06:20:04')
('盛屯矿业 南宁百货 南京医药 金瑞矿业 文投控股 凤凰股份 股海大咖的...', '2018-06-30 02:58:14')
('上海老教授：股市里最后可信MACD口诀，牢记7条，出手就是黑马股 $北纬科技 sz002148$ $盛屯矿业 sh600711$ $锦富技术 sz300128$ $宁波中百 sh600857$ 李域悟看盘...', '2018-06-30 02:02:31')
('发布了头条文章：《年度黑马强势来袭？601318中国平安+600711盛屯矿业》 $中国平安 sh601318$ $盛屯矿业 sh600711$ \ue627 股票分析 #个股推荐与走势分析# #财经趣闻# |年度黑马强...', '2018-06-29 06:00:24')
('发布了头条文章：《股票六大法则之筹码选股技巧，简单高效，出手就是黑马股》 $东方财富 sz300059$$盛屯矿业 sh600711$#300647超频三##000063中兴通讯#|股票六大法...', '2018-06-29 04:04:56')
('一分钟能选股？飞龙在天选股法，教你如何选股#盛屯矿业 #张江高科 #五洲交通 颂娟评股的...', '2018-06-29 02:11:24')
('过了月底资金最紧的时候，大反弹开始，但是量能依然没有放大。2个稀土，我爱，深冷。下午的看看。盛屯矿业，观察小停牌', '2018-06-29 01:03:07')
('发布了头条文章：《下周A股走势已明：华友钴业+盛屯矿业+中科曙光》 $华友钴业 sh603799$ $盛屯矿业 sh600711$ $中科曙光 sh603019$ #股票分析# |下周A股走...', '2018-06-28 23:19:14')
('发布了头条文章：《7月强势黑马逆势登场！盛屯矿业+兆日科技+徐工机械+康盛股份》 $盛屯矿业 sh600711$ $兆日科技 sz300333$ $徐工机械 sz000425$ $康盛股份 sz002418$ #个股推荐与走势分析# #短线牛股# #上证指数 sh000001[股票]# |7月强势黑...', '2018-06-28 23:11:13')
('散户日夜都想寻找的MACD战法附注公式‘值得收藏 #中国平安#盛屯矿业 #张江高科 #五洲交通 颂娟评股的...', '2018-06-28 23:02:04')
('寒锐钴业冲击涨停，带动钴类小金属个股大幅反弹，目前盛屯矿业反弹3.5%', '2018-06-28 22:49:54')
('600711盛屯矿业 今天的金牌自选股', '2018-06-28 22:26:56')
('中国股市又出大事了！大跌原因竞是因为这几只黑天鹅！$盛屯矿业 sh600711$$比亚迪 sz002594$$暴风集团 sz300431$ 杨超分析的...', '2018-06-28 09:30:17')
('老股民炒股19年，一旦出现"线上阴线"这个信号，缝买必涨！$武钢股份 sh600005$$盛屯矿业 sh600711$$张江高科 sh600895$#血战钢锯岭[电影]# 杨超分析的...', '2018-06-28 07:27:10')
('17句MACD指标运用速成口诀，值得读100遍#盛屯矿业 #张江高科 #五洲交通 #中联重科 颂娟评股的...', '2018-06-28 05:48:44')
('发布了头条文章：《后期走势精准解析，世纪天鸿+杉杉股份+威星智能+盛屯矿业》 $世纪天鸿 sz300654$ $XD杉杉股 sh600884$ $威星智能 sz002849$ $盛屯矿业 sh600711$ |后期走势精...', '2018-06-28 03:27:35')
('发布了头条文章：《A股主力追踪：华斯股份+盛屯矿业+华菱钢铁》 $华斯股份 sz002494$ $盛屯矿业 sh600711$ $华菱钢铁 sz000932$ #股票分析# |A股主力追...', '2018-06-28 02:30:04')
('发布了头条文章：《7月首席妖王震撼登场！永辉超市+合金投资+盛屯矿业+万达信息》 $永辉超市 sh601933$ $合金投资 sz000633$ $盛屯矿业 sh600711$ $万达信息 sz300168$ #个股推荐与走势分析# #短线牛股# #上证指数 sh000001[股票]# |7月首席妖...', '2018-06-28 01:43:24')
('发布了头条文章：《盛屯矿业600711 ：超跌反弹一触即发，后市再破新高指日可待》 $盛屯矿业 sh600711$ #盛屯矿业 sh600711[股票]#股票分析[超话]#热门股票点评#热门股票推荐\ue627 微博股票 |盛屯矿业60...', '2018-06-27 22:48:45')
('股票一旦出现“线上阴线”试盘形态，必是大牛股，成功率百分百 $华资实业 sh600191$ $黔源电力 sz002039$ $盛屯矿业 sh600711$ $云南城投 sh600239$ 我的小蜗牛...', '2018-06-27 20:14:10')
('A股现涨停前兆：千载难逢的机会来了，散户收获胜利果实！$康美药业 sh600518$$盛屯矿业 sh600711$$比亚迪 sz002594$ 杨超分析的...', '2018-06-27 10:03:33')
('发布了头条文章：《一文详多方炮的技术选股战法，连职业操盘手都偷偷在用！》 $东方财富 sz300059$$盛屯矿业 sh600711$$张江高科 sh600895$$中国平安 sh601318$|一文详多方...', '2018-06-27 08:05:54')
('中国49岁漂亮女博士放话：股市唯一不“骗人”指标，建议珍藏 $盛屯矿业 sh600711$ $暴风集团 sz300431$ $乐通股份 sz002319$ $联环药业 sh600513$ 论A股堂的...', '2018-06-27 04:58:41')
('发布了头条文章：《对中国散户影响深远的MACD战法，学到就是赚到》 $东方财富 sz300059$$盛屯矿业 sh600711$$张江高科 sh600895$$中国平安 sh601318$|对中国散户...', '2018-06-27 01:43:11')
('发布了头条文章：《南方航空 康美药业 盛屯矿业 15》 |南方航空 ...', '2018-06-26 07:49:30')
('发布了头条文章：《股市惊现抄底阴谋：药明康德 启明星辰 越博动力 盛屯矿业》 |股市惊现抄...', '2018-06-26 05:50:49')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 收盘之后！中国股市扫除“拦路虎”，A股井喷机会将继续涌现！ 江雅凡分析...', '2018-06-26 05:47:44')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 注意：16:13分中国股市发生一件大事，明日大盘走势百年难遇！ 江雅凡分析...', '2018-06-26 05:47:31')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 15:58中国股市释放重磅信号，明日A股再掀反弹新浪潮！ 江雅凡分析...', '2018-06-26 05:47:17')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ A股权威！16:13中国股市突发大事件，周四多头你怎敢不反弹？ 江雅凡分析...', '2018-06-26 05:47:02')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 15:59罕见利好暴击空头，散户不要急，节前红包不会少！ 江雅凡分析...', '2018-06-26 05:46:48')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 15:56分A股大事突发，散户准备好把酒言欢，双节坐等收红包！ 江雅凡分析...', '2018-06-26 05:46:34')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 大事将发！雄起的大A股，多头春风吹又生，周四不爆都对不起观众 江雅凡分析...', '2018-06-26 05:46:20')
('发布了头条文章：《集体反弹，遍地黄金：中新赛克+盛屯矿业+天舟文化》 $中新赛克 sz002912$ $盛屯矿业 sh600711$ $天舟文化 sz300148$ #股票分析# |集体反弹，...', '2018-06-26 03:41:58')
('今日关注大族激光（深圳：002008）现价51.74元。盛屯矿业（上海：600711）现价8.67元卫信康（上海：603676）现价17.67元', '2018-06-25 23:10:36')
('发布了头条文章：《顺网科技 正川股份 盛屯矿业 中富通：平台突破，回归正道？！》 $上证指数 sh000001$ $顺网科技 sz300113$ $正川股份 sh603976$ $盛屯矿业 sh600711$ $中富通 sz300560$ |顺网科技 ...', '2018-06-25 10:19:16')
('发布了头条文章：《盛屯矿业600711：告诫三千万股民，主力一动作暴露惊天阴谋！》 \ue627 财经头条文章 \ue627 股票分析 $盛屯矿业 sh600711$ 盛屯矿业600711：告诫三千万股民，主力一动作暴露惊天阴谋！ |盛屯矿业60...', '2018-06-25 10:09:09')
('发布了头条文章：《超级涨停潮震撼登场！盛屯矿业+宝钢股份+万华化学+申通快递》 $盛屯矿业 sh600711$ $宝钢股份 sh600019$ $万华化学 sh600309$ $申通快递 sz002468$ \ue627 股票分析 #热门股票推荐# #财经趣闻# |超级涨停潮...', '2018-06-25 08:15:14')
('老股民自爆多年选股绝技图解，学懂分分钟精准抓牛股$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 小慧看盘的...', '2018-06-25 05:39:29')
('世名科技进入高位震荡区间了，今天涨停封板，可以减仓持有或者出货。关注下接下来的两个$盛屯矿业 sh600711$ /$视觉中国 sz000681$ ,本周大盘能稳，将会开启一波不错的反弹行情，不懂可以私聊', '2018-06-24 23:44:23')
('发布了头条文章：《盛屯矿业600711 ：底部反弹曝光主力阴谋，本周此压力位将至关重要》 $盛屯矿业 sh600711$ #盛屯矿业 sh600711[股票]#微博股票[超话]#微博股票热议榜#股票最热门\ue627 股票分析 |盛屯矿业60...', '2018-06-24 23:39:11')
('发布了头条文章：《【002563 森马服饰】震荡只为蓄势，短期上涨一触即发》 #森马服饰 sz002563[股票]# \ue627 股票分析 #个股专业点评# #股海论坛# #盛屯矿业 sh600711[股票]# |【002563 ...', '2018-06-24 23:18:35')
('发布了头条文章：《【600711 盛屯矿业】主力意欲何为？后期或将这样走！》 #盛屯矿业 sh600711[股票]# \ue627 股票分析 #个股专业点评# #股海论坛# #英搏尔 sz300681[股票]# |【600711 ...', '2018-06-24 23:07:22')
('炒股必修神器：均线战法，买点卖点一目了然，从 此穿越股市牛熊#盛屯矿业 sh600711[股票]# 彭曲评股的...', '2018-06-24 22:54:50')
('发布了头条文章：《600711盛屯矿业 后市行情将如何演绎？ 》 #股票抓涨停# #股票热议榜# #短线牛股# #沧州明珠 sz002108[股票]# #中国重工 sh601989[股票]# |600711盛屯...', '2018-06-24 22:43:24')
('盛屯矿业同华友钴业走势，逢低进，应该是赚钱概率大于亏钱概率', '2018-06-24 07:51:42')
('上海一女博士说破股市：内盘外盘口诀，背熟6句，可实现百万梦想$兆易创新 sh603986$ $盛屯矿业 sh600711$ $新华都 sz002264$ $青岛海尔 sh600690$ 梁姐看市的...', '2018-06-24 06:59:35')
('股市唯一不骗人的指标——“高抛”, 字字珠玑，建议散户收藏！$兆易创新 sh603986$ $盛屯矿业 sh600711$ $新华都 sz002264$ $青岛海尔 sh600690$ 梁姐看市的...', '2018-06-24 01:42:44')
('盛屯矿业:锂电池+有色金属第一龙头，神秘机构60亿抢筹，后市可期$北斗星通 sz002151$ $贵广网络 sh600996$ $欧菲科技 sz002456$ $京东方Ａ sz000725$ 郑傅琦看盘...', '2018-06-24 00:25:09')
('盛屯矿业:锂电池+有色金属第一龙头，神秘机构60亿抢筹，后市可期$白云山 sh600332$ $华锋股份 sz002806$ $华兰生物 sz002007$ $中航飞机 sz000768$ 郑傅琦看盘...', '2018-06-24 00:24:18')
('#600711盛屯矿业#遭游资6.58亿锁仓，目标五连板，主升浪即将开启 先锋晓晓的...', '2018-06-22 09:16:09')
('华友钴业，寒锐钴业，都大涨7%以上，而盛屯矿业也含有钴业务，都是趋势股', '2018-06-22 01:21:06')
('欧美再次破位大跌，明天A股估计也悬。银行破净比较多，而且技术超跌最近是护盘的主力。而黄金股受期货影响连续暴跌，今晚美元指数承压回落，黄金即将反弹，明天开启黄金股跌停附近任性买的时候，尤其是。降准利空银行股。明天把招商银行出了，跌停附近扫货西部黄金，盛屯矿业，秋林集团', '2018-06-21 11:09:01')
('盛屯矿业有被套的又有钱的接着买，8块多一点又是大趋势向上的股，目前很少了，跌下来就是一个字，买，过几天反弹了我会喊一声大家一块抛做一次价差', '2018-06-21 01:41:19')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 资深老股民分享MACD底背离战法，通俗易懂，简单高效值得一学！ 江雅凡分析...', '2018-06-21 01:31:39')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 高手讲述MACD买卖法则 最简单指标捕获大牛股 买卖不愁 江雅凡分析...', '2018-06-20 23:27:49')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 操盘手详尽解析——即将“暴涨”的牛股形态，抓住一个便可坐享荣华富贵 江雅凡分析...', '2018-06-20 23:26:58')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ A股最典型的大牛股启动形态——“涨停双响炮”，神来之笔，掌握出手就是黑马股！ 江雅凡分析...', '2018-06-20 23:26:45')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ A股早盘必学经典牛股狙击术——“集合竞价”抓涨停精髓，此文说得一清二楚！ 江雅凡分析...', '2018-06-20 23:26:17')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 操作笔记曝光，记住选股两大要点，买入即涨，炒股不难 江雅凡分析...', '2018-06-20 23:26:01')
('发布了头条文章：《002304洋河股份 喜迎大盘下跌，你低吸了吗？》 \ue627 股票分析 #股票抓涨停# #短线牛股# #方大特钢 sh600507[股票]# #盛屯矿业 sh600711[股票]# |002304洋河...', '2018-06-20 05:37:49')
('发布了头条文章：《600276恒瑞医药 如何选择个股最佳买点？》\ue627 股票分析 #股票抓涨停# #短线牛股# #盛屯矿业 sh600711[股票]# #柳钢股份 sh601003[股票]# |600276恒瑞...', '2018-06-20 04:24:55')
('#600309万华化学##600711盛屯矿业##002230科大讯飞##603799华友钴业#年报最“嚣张”黑天鹅诞生，亏损160亿，8万股民遭殃！ 先锋晓晓的...', '2018-06-20 04:20:54')
('#300504天邑股份##600666奥瑞德##000651格力电器##600711盛屯矿业#银行股迎来全面爆发，机构紧急下达铁令：建设银行 中国银行 交通银行 先锋晓晓的...', '2018-06-20 04:16:58')
('#600309万华化学##600711盛屯矿业##002230科大讯飞##603799华友钴业#紧急利空消息，7家基金公司撤离，下跌目标价至41元 先锋晓晓的...', '2018-06-20 02:50:59')
('#300504天邑股份##600666奥瑞德##000651格力电器##600711盛屯矿业#中国股市：高层宣布最强涨停王，连续37个涨停榜“牛” 先锋晓晓的...', '2018-06-20 02:44:00')
('发布了头条文章：《此点或上车良机：中环股份 柳钢股份 盛屯矿业 阳光电源》 $中环股份 sz002129$ $柳钢股份 sh601003$ $盛屯矿业 sh600711$ $阳光电源 sz300274$ \ue627 股票分析 \ue627 微博股票 #个股专业点评# \ue627 头条文章 |此点或上车...', '2018-06-19 22:51:09')
('对于今天的一些个股，真的是大波动大机会，反复波动让交筹码，但是我不会交，新华都做了两笔差价，剩下的就拿着了，今天是没法做了，对于盛屯矿业长趋势是没问题的，拿着肯定是能回本的，只是有些人不会做差，所以回本慢了点', '2018-06-19 22:02:27')
('发布了头条文章：《000651 格力电器:不做标题党，谈论今日股票！》\ue627 股票分析 #牛股推荐# $格力电器 sz000651$ $盛屯矿业 sh600711$ |000651 格...', '2018-06-19 21:44:29')
('一篇文章让你抓住选股的精髓，买卖从不失误，学会轻松抓翻倍涨停强势牛股#*ST天业 sh600807[股票]# #华能水电 sh600025[股票]# #盛屯矿业 sh600711[股票]# 巫冠辉财经...', '2018-06-19 09:53:13')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 一名20年操盘手总结出解套战法，深套也能扭亏为盈 江雅凡分析...', '2018-06-19 03:39:56')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 老股民30年捕捉主升浪，98%精准买入绝技，让你天天抓牛股！ 江雅凡分析...', '2018-06-19 03:32:58')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 成功老股民良心分享 超短涨停板买入法，两分钟看完，一辈子受用 江雅凡分析...', '2018-06-19 03:32:42')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 中国股市最犀利的暴利战法：金叉买入技巧，果断加仓必是强势龙头股 江雅凡分析...', '2018-06-19 03:32:18')
('白酒集体耍酒疯，又闹了个国际冷笑话：贵州茅台 酒鬼酒#*ST天业 sh600807[股票]# #华能水电 sh600025[股票]# #盛屯矿业 sh600711[股票]# 巫冠辉财经...', '2018-06-19 01:30:03')
('三六零：A股最“悲催”的股民，遭主力37亿资金逆流而上，小散:完美踏空#*ST天业 sh600807[股票]# #华能水电 sh600025[股票]# #盛屯矿业 sh600711[股票]# 巫冠辉财经...', '2018-06-19 01:21:41')
('东方财富：突发宣布紧急“生死状”前所未有红色信号来袭#*ST天业 sh600807[股票]# #华能水电 sh600025[股票]# #盛屯矿业 sh600711[股票]# 巫冠辉财经...', '2018-06-19 01:14:24')
('上海女博士说破股市盈利法则,4步学会捕捉强势股,屡试不爽$盛屯矿业 sh600711$ $荣盛石化 sz002493$ $南方航空 sh600029$ 马旷盈的秒...', '2018-06-18 22:19:10')
('对于盛屯矿业的操作，节前就说过第二天低开后俯冲是机会买入，然后等着做一差差价，损失就降的不少了', '2018-06-18 21:49:33')
('前两周开始重点推荐黄金股（西部黄金、恒邦股份、盛屯矿业），相关个股反复表现。上周五黄金黄金调整一天后，今日惯性低开近4个点后，快速拉升大涨5.06%，上下波动高达9%，表现活跃。', '2018-06-18 21:44:26')
('年度黑马来袭？苏宁易购+盛屯矿业+方大炭素+恒邦股份,$苏宁易购 sz002024$ $盛屯矿业 sh600711$ $方大炭素 sh600516$ #恒邦股份 sz002237[股票]# #趣闻财经# #个股推荐与走势分析# #短线牛股# 月落玩财经...', '2018-06-18 09:27:13')
('股市唯一500%获利的黄金铁律——线上阴线买进，线下阳线卖出#600309万华化学##600711盛屯矿业##002230科大讯飞##603799华友钴业# 马旷盈的秒...', '2018-06-18 01:38:28')
('中国股市滴血的经验告诉你：牢记“七不买三不卖”，出手赚翻天#300504天邑股份##600666奥瑞德##000651格力电器##600711盛屯矿业# 马旷盈的秒...', '2018-06-18 01:31:10')
('一位老股民的肺腑：炒股盈利多年，只买这两种股票，从不被套牢 #600711盛屯矿业# #000651格力电器# #603819神力股份# #300504天邑股份# 马旷盈的秒...', '2018-06-18 01:23:20')
('股价起涨前，MACD往往会出现这种征兆，一买就涨从无例外！$盛屯矿业 sh600711$ $荣盛石化 sz002493$$南方航空 sh600029$ 论A股堂的...', '2018-06-17 22:55:28')
('#新浪理财师# #今日看盘# 我刚刚回答了网友的问题" $盛屯矿业(sh600711)$ ", 大家有任何投资理财相关问题都可以来找我！提问请猛戳网页链接', '2018-06-17 04:59:01')
('网页链接 新浪财经讯6月15日消息，黄金板块跳水，截止发稿，恒邦股份跌停，赤峰黄金[股评]跌超9%，盛屯矿业[股评]、山东金泰跌幅...|快讯：黄金...', '2018-06-16 07:15:58')
('有色金属终于惨遭空头暴打！高层紧急下达“禁足令”：洛阳钼业 中国铝业 赣锋锂业#*ST天业 sh600807[股票]# #华能水电 sh600025[股票]# #盛屯矿业 sh600711[股票]# 巫冠辉财经...', '2018-06-16 04:23:23')
('中国股市第一妖王崛起，强势股憋不住了，坐上了高铁了，飞天涨停板之路启动在即！#*ST天业 sh600807[股票]# #华能水电 sh600025[股票]# #盛屯矿业 sh600711[股票]# 巫冠辉财经...', '2018-06-16 04:16:52')
('贵州燃气涨停的逻辑，冠辉为您解析,大盘下周有望再创新高#*ST天业 sh600807[股票]# #华能水电 sh600025[股票]# #盛屯矿业 sh600711[股票]# 巫冠辉财经...', '2018-06-16 03:20:24')
('股市背后的丑闻完全盖不住了!未来几天将成为A股最大笑话#*ST天业 sh600807[股票]# #华能水电 sh600025[股票]# #盛屯矿业 sh600711[股票]# 巫冠辉财经...', '2018-06-16 02:47:41')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 刚刚，庄家洗盘卑劣手段遭曝，点醒无数朋友不再傻傻放牛！ 江雅凡分析...', '2018-06-16 01:46:02')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 34岁女博士敲响警钟，点醒无数散户，一旦学会就永远戒不掉 江雅凡分析...', '2018-06-16 01:45:49')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 女博士三分钟教你强势股秘诀，写给千万亏损散户和庄家一起低买高卖 江雅凡分析...', '2018-06-16 01:45:34')
('$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 涨停后必有回踩，想要利润最大化，就要在关键点买入，如何寻找？ 江雅凡分析...', '2018-06-16 01:44:47')
('发布了头条文章：《五粮液+苏宁易购+盛屯矿业：主力疯狂抢筹，后期勃发目标明确！》 $五粮液 sz000858$ $上证指数 sh000001$ $苏宁易购 sz002024$ \ue627 股票分析 |五粮液+苏...', '2018-06-15 22:15:32')
('雄安第一龙头超跌反弹，主力8664万抢筹尾盘现价叉，16连板强势来袭！#*ST天业 sh600807[股票]# #华能水电 sh600025[股票]# #盛屯矿业 sh600711[股票]# 巫冠辉财经...', '2018-06-15 09:57:19')
('方大炭素：消息被查证中国股市8分钟330亿巨资成功撤离#*ST天业 sh600807[股票]# #华能水电 sh600025[股票]# #盛屯矿业 sh600711[股票]# 巫冠辉财经...', '2018-06-15 09:51:41')
('#600309万华化学##600711盛屯矿业##002230科大讯飞##603799华友钴业#国产芯片第一股84跌至6元，年报净利增长915%，18年荣登妖王榜首 先锋晓晓的...', '2018-06-15 09:27:40')
('#300504天邑股份##600666奥瑞德##000651格力电器##600711盛屯矿业#地产股全面被查，48万手高位买入，如今被腰斩也不管，股民：人傻钱多 先锋晓晓的...', '2018-06-15 09:26:08')
('只要金叉放量就活跃，这里突破和压力都有，散户问：买点在哪里$南方航空 sh600029$ $康美药业 sh600518$ $盛屯矿业 sh600711$ 江雅凡分析...', '2018-06-15 09:08:33')
('发布了头条文章：《盛屯矿业600711：主力暗中出逃，散户们小心了！》 \ue627 财经头条文章 \ue627 股票分析 $盛屯矿业 sh600711$ 盛屯矿业600711：主力暗中出逃，散户们小心了！ |盛屯矿业60...', '2018-06-15 08:21:25')
('发布了头条文章：《A股资深操盘手选牛股绝活 称看一眼MACD“将死不死”买入法就足够了！》 #600309万华化学##600711盛屯矿业##002230科大讯飞##603799华友钴业#|A股资深操...', '2018-06-15 05:57:34')
('【闪崩股大幅增加 凯瑞德等近20股早盘直线跌停】今日早盘，随着大盘持续走弱，弘高创意、豫金刚石、长方集团、华仪电气、亚星化学、凯瑞德、齐翔腾达、松发股份、世纪天鸿、商赢环球、大连圣亚、华统股份、展鹏科技、宏达矿业、盛屯矿业、中新科技、中威电子、广东甘化、中房股份、新日股份等多 ...展开全文c', '2018-06-15 04:29:16')
('中国股市终于憋不住了，高层紧急宣布30年难遇重大利空，本周A股将载入史册！#*ST天业 sh600807[股票]# #华能水电 sh600025[股票]# #盛屯矿业 sh600711[股票]# 巫冠辉财经...', '2018-06-15 04:22:00')
('中国股市走火入魔毫无退路，沪指将迎来地狱级盘整行情#*ST天业 sh600807[股票]# #华能水电 sh600025[股票]# #盛屯矿业 sh600711[股票]# 巫冠辉财经...', '2018-06-15 03:58:32')
